"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"8396","Y03005",0,0,0
"8397","Y03006",0,0,0
"8398","Y03007",6,4,2
"8399","Y03009",0,0,0
"8400","Y03010",0,0,0
"8401","Y03011",0,0,0
"8402","Y03013",0,0,0
"8403","Y03015",0,0,0
"8404","Y03016",3,0,0
"8405","Y03017",6,3,4
"8406","Y03018",6,0,0
"8407","Y03022",1,0,0
"8408","Y03023",48,21,62
"8409","Y03025",0,0,0
"8410","Y03027",0,0,0
"8411","Y03030",1,0,0
"8412","Y03031",1,0,0
"8413","Y03032",1,0,0
"8414","Y03034",18,2,10
"8415","Y03035",83,19,74
"8416","Y03038",2,0,0
"8417","Y03039",0,0,25
"8418","Y03040",0,0,0
"8419","Y03041",0,0,0
"8420","Y03044",2,1,0
"8421","Y03047",8,1,10
"8422","Y03049",39,14,52
"8423","Y03051",24,24,46
"8424","Y03052",47,27,76
"8425","Y03054",31,10,33
"8426","Y03056",0,1,0
"8427","Y03058",0,0,0
"8428","Y03060",5,0,0
"8429","Y03061",0,0,0
"8430","Y03062",0,0,0
"8431","Y03063",28,16,55
"8432","Y03066",0,0,0
"8433","Y03067",0,0,0
"8434","Y03070",0,0,0
"8435","Y03073",0,0,0
"8436","Y03074",0,0,0
"8437","Y03075",0,0,0
"8438","Y03077",10,3,2
"8439","Y03078",0,0,0
"8440","Y03079",84,40,89
"8441","Y03082",10,3,7
"8442","Y03085",5,1,3
"8443","Y03086",9,4,10
"8444","Y03089",0,0,21
"8445","Y03090",0,0,0
"8446","Y03094",6,1,4
"8447","Y03098",0,0,0
"8448","Y03105",6,3,7
"8449","Y03106",0,0,0
"8450","Y03108",0,0,0
"8451","Y03109",1,0,0
"8452","Y03110",3,0,0
"8453","Y03111",0,0,0
"8454","Y03112",31,20,43
"8455","Y03114",5,2,1
"8456","Y03116",0,0,0
"8457","Y03117",1,0,0
"8458","Y03118",0,0,0
"8459","Y03119",1,0,0
"8460","Y03121",0,2,0
"8461","Y03123",0,0,0
"8462","Y03124",30,18,49
"8463","Y03125",0,0,0
"8464","Y03127",0,0,34
"8465","Y03132",4,0,0
"8466","Y03133",0,0,0
"8467","Y03135",29,16,62
"8468","Y03138",0,0,0
"8469","Y03142",1,0,0
"8470","Y03156",0,0,0
"8471","Y03159",0,0,1
"8472","Y03160",3,1,1
"8473","Y03161",0,0,0
"8474","Y03166",0,0,0
"8475","Y03168",13,2,3
"8476","Y03174",0,0,0
"8477","Y03179",0,0,0
"8478","Y03185",0,0,0
"8479","Y03191",14,6,6
"8480","Y03192",0,0,0
"8481","Y03193",0,0,0
"8482","Y03201",14,2,4
"8483","Y03203",1,0,1
"8484","Y03204",1,1,0
"8485","Y03206",0,0,0
"8486","Y03211",0,0,0
"8487","Y03212",0,0,0
"8488","Y03215",0,0,2
"8489","Y03219",0,0,0
"8490","Y03220",2,1,0
"8491","Y03222",26,36,72
"8492","Y03228",0,0,0
"8493","Y03231",0,0,1
"8494","Y03243",0,0,1
"8495","Y03244",0,0,1
"8496","Y03255",0,0,0
"8497","Y03259",11,4,4
"8498","Y03260",1,0,0
"8499","Y03261",0,0,0
"8500","Y03263",0,0,0
"8501","Y03265",0,0,0
"8502","Y03266",7,1,0
"8503","Y03267",10,0,0
"8504","Y03268",2,0,0
"8505","Y03272",1,0,0
"8506","Y03274",0,0,1
"8507","Y03281",0,0,0
"8508","Y03285",0,0,1
"8509","Y03287",0,0,26
"8510","Y03291",5,0,2
"8511","Y03296",31,12,49
"8512","Y03304",4,1,5
"8513","Y03306",0,0,0
"8514","Y03307",2,0,0
"8515","Y03312",8,5,0
"8516","Y03314",0,0,19
"8517","Y03315",0,0,0
"8518","Y03317",4,0,0
"8519","Y03321",0,0,0
"8520","Y03322",6,0,2
"8521","Y03324",4,1,2
"8522","Y03327",2,0,0
"8523","Y03328",1,1,3
"8524","Y03329",0,2,0
"8525","Y03331",14,4,2
"8526","Y03340",0,0,0
"8527","Y03342",0,0,0
"8528","Y03344",0,0,0
"8529","Y03346",0,0,0
"8530","Y03353",1,0,0
"8531","Y03357",15,6,5
"8532","Y03358",0,0,0
"8533","Y03360",0,0,5
"8534","Y03361",10,3,0
"8535","Y03362",24,15,22
"8536","Y03363",15,17,36
"8537","Y03364",40,29,60
"8538","Y03365",2,0,0
"8539","Y03366",38,23,67
"8540","Y03369",1,0,0
"8541","Y03371",0,2,0
"8542","Y03372",0,0,19
"8543","Y03374",8,2,2
"8544","Y03375",5,4,2
"8545","Y03377",0,0,0
"8546","Y03378",0,0,0
"8547","Y03379",0,0,0
"8548","Y03382",0,0,0
"8549","Y03383",0,0,0
"8550","Y03385",3,1,0
"8551","Y03387",0,3,0
"8552","Y03389",0,0,0
"8553","Y03392",8,2,5
"8554","Y03393",0,0,0
"8555","Y03394",0,1,0
"8556","Y03395",1,2,0
"8557","Y03396",7,3,1
"8558","Y03397",0,0,0
"8559","Y03398",0,0,0
"8560","Y03399",0,0,0
"8561","Y03401",0,0,0
"8562","Y03402",101,38,90
"8563","Y03403",16,4,16
"8564","Y03405",0,0,0
"8565","Y03406",0,0,0
"8566","Y03407",0,3,0
"8567","Y03408",0,0,0
"8568","Y03410",0,0,7
"8569","Y03414",0,0,0
"8570","Y03416",3,0,0
"8571","Y03417",0,0,0
"8572","Y03418",26,8,31
"8573","Y03419",6,3,6
"8574","Y03420",1,2,0
"8575","Y03421",0,0,0
"8576","Y03422",0,7,0
"8577","Y03428",5,0,0
"8578","Y03432",14,3,6
"8579","Y03433",0,0,0
"8580","Y03434",0,0,0
"8581","Y03439",1,2,1
"8582","Y03441",13,6,24
"8583","Y03444",4,0,0
"8584","Y03447",0,0,0
"8585","Y03450",0,1,0
"8586","Y03451",0,0,0
"8587","Y03452",2,0,0
"8588","Y03454",0,0,0
"8589","Y03455",0,0,0
"8590","Y03456",1,0,0
"8591","Y03457",3,7,2
"8592","Y03458",1,7,6
"8593","Y03461",4,0,0
"8594","Y03465",0,0,0
"8595","Y03466",0,1,0
"8596","Y03471",0,0,2
"8597","Y03472",0,0,14
"8598","Y03476",0,0,0
"8599","Y03479",0,0,1
"8600","Y03480",0,0,0
"8601","Y03482",2,0,0
"8602","Y03484",3,0,0
"8603","Y03485",0,0,0
"8604","Y03487",0,0,0
"8605","Y03488",0,0,0
"8606","Y03489",0,0,0
"8607","Y03490",1,0,0
"8608","Y03491",0,0,0
"8609","Y03492",5,10,4
"8610","Y03498",0,1,2
"8611","Y03499",4,0,3
"8612","Y03500",2,0,0
"8613","Y03502",11,2,0
"8614","Y03504",14,10,9
"8615","Y03505",0,0,0
"8616","Y03506",33,10,46
"8617","Y03507",0,0,0
"8618","Y03509",0,0,0
"8619","Y03510",0,0,0
"8620","Y03514",0,0,0
"8621","Y03517",0,0,0
"8622","Y03519",0,0,0
"8623","Y03520",0,0,0
"8624","Y03521",2,0,0
"8625","Y03523",0,0,0
"8626","Y03527",0,0,0
"8627","Y03534",0,0,0
"8628","Y03536",0,0,0
"8629","Y03537",0,1,0
"8630","Y03539",0,0,0
"8631","Y03540",0,0,0
"8632","Y03541",0,0,0
"8633","Y03546",0,1,0
"8634","Y03548",5,5,4
"8635","Y03550",0,0,0
"8636","Y03551",0,0,0
"8637","Y03552",0,0,0
"8638","Y03553",0,0,0
"8639","Y03554",0,0,0
"8640","Y03556",1,0,0
"8641","Y03557",0,0,0
"8642","Y03558",0,0,0
"8643","Y03561",0,0,0
"8644","Y03563",0,0,0
"8645","Y03564",0,0,0
"8646","Y03567",0,0,0
"8647","Y03568",0,1,0
"8648","Y03570",0,0,0
"8649","Y03571",5,4,0
"8650","Y03572",1,0,0
"8651","Y03574",17,7,8
"8652","Y03575",0,0,0
"8653","Y03578",0,0,0
"8654","Y03580",5,7,0
"8655","Y03581",0,3,2
"8656","Y03584",1,0,0
"8657","Y03585",0,0,0
"8658","Y03586",0,0,0
"8659","Y03587",46,20,50
"8660","Y03590",0,0,0
"8661","Y03591",1,0,0
"8662","Y03593",0,0,0
"8663","Y03595",27,17,39
"8664","Y03596",0,0,0
"8665","Y03597",60,18,66
"8666","Y03598",0,0,0
"8667","Y03600",9,5,0
"8668","Y03601",0,0,0
"8669","Y03602",35,18,70
"8670","Y03604",0,0,0
"8671","Y03605",6,3,1
"8672","Y03608",1,2,1
"8673","Y03609",7,3,2
"8674","Y03610",18,9,25
"8675","Y03611",0,0,0
"8676","Y03614",4,8,7
"8677","Y03615",0,0,0
"8678","Y03616",0,0,0
"8679","Y03617",0,0,0
"8680","Y03619",0,0,0
"8681","Y03620",4,3,4
"8682","Y03624",0,0,0
"8683","Y03627",0,0,16
"8684","Y03629",1,0,0
"8685","Y03631",0,0,0
"8686","Y03632",0,0,0
"8687","Y03633",0,0,0
"8688","Y03634",1,0,0
"8689","Y03639",2,0,1
"8690","Y03640",11,4,1
"8691","Y03641",0,0,0
"8692","Y03642",0,0,18
"8693","Y03643",1,8,0
"8694","Y03645",0,0,0
"8695","Y03646",4,1,0
"8696","Y03647",0,0,0
"8697","Y03648",0,0,0
"8698","Y03651",0,0,0
"8699","Y03653",0,0,0
"8700","Y03654",3,3,0
"8701","Y03655",0,1,0
"8702","Y03656",43,35,55
"8703","Y03658",0,0,0
"8704","Y03659",0,0,0
"8705","Y03661",47,18,43
"8706","Y03662",12,6,22
"8707","Y03663",43,15,68
"8708","Y03664",42,21,51
"8709","Y03665",0,0,0
"8710","Y03666",0,0,0
"8711","Y03667",0,0,0
"8712","Y03668",1,1,1
"8713","Y03671",9,5,12
"8714","Y03699",8,2,2
"8715","Y03700",13,6,2
"8716","Y03703",0,2,1
"8717","Y03704",0,0,1
"8718","Y03705",0,1,3
"8719","Y03706",3,6,2
"8720","Y03707",0,0,0
"8721","Y03709",1,0,0
"8722","Y03711",12,4,7
"8723","Y03712",0,0,0
"8724","Y03713",1,2,0
"8725","Y03714",0,0,0
"8726","Y03715",8,6,0
"8727","Y03716",0,0,0
"8728","Y03717",0,0,0
"8729","Y03718",0,0,0
"8730","Y03719",0,0,0
"8731","Y03720",0,0,0
"8732","Y03723",0,3,0
"8733","Y03724",0,0,0
"8734","Y03725",0,3,1
"8735","Y03726",0,0,0
"8736","Y03727",0,4,0
"8737","Y03728",0,4,4
"8738","Y03729",0,0,0
"8739","Y03730",0,0,2
"8740","Y03731",0,0,0
"8741","Y03733",1,3,0
"8742","Y03734",6,3,18
"8743","Y03738",0,0,0
"8744","Y03739",0,0,0
"8745","Y03740",0,0,5
"8746","Y03741",3,2,4
"8747","Y03742",1,0,0
"8748","Y03743",7,6,10
"8749","Y03744",0,0,24
"8750","Y03745",0,1,3
"8751","Y03746",0,1,0
"8752","Y03747",15,4,28
"8753","Y03749",2,0,0
"8754","Y03750",0,0,0
"8755","Y03752",1,0,0
"8756","Y03753",0,0,0
"8757","Y03754",1,1,0
"8758","Y03755",44,18,60
"8759","Y03756",0,0,0
"8760","Y03757",0,0,0
"8761","Y03760",9,7,7
"8762","Y03761",6,7,3
"8763","Y03762",11,12,0
"8764","Y03763",0,0,18
"8765","Y03765",0,6,1
"8766","Y03766",0,0,0
"8767","Y03767",0,0,0
"8768","Y03768",0,4,17
"8769","Y03769",0,0,0
"8770","Y03770",7,2,7
"8771","Y03771",5,3,8
"8772","Y03772",2,1,5
"8773","Y03773",7,13,9
"8774","Y03774",1,0,1
"8775","Y03775",0,0,0
"8776","Y03776",0,7,19
"8777","Y03777",0,0,1
"8778","Y03778",0,0,0
"8779","Y03779",0,0,0
"8780","Y03780",0,0,26
"8781","Y03781",4,2,6
"8782","Y03782",3,4,21
"8783","Y03784",5,7,19
"8784","Y03785",0,0,0
"8785","Y03786",0,0,1
"8786","Y03787",11,8,7
"8787","Y03788",3,2,17
"8788","Y03789",4,6,8
"8789","Y03791",3,3,0
"8790","Y03792",3,7,9
"8791","Y03793",11,12,14
"8792","Y03794",3,2,28
"8793","Y03795",0,0,22
"8794","Y03796",1,1,4
"8795","Y03797",7,3,0
"8796","Y03798",19,28,9
"8797","Y03799",0,1,3
"8798","Y03802",0,3,0
"8799","Y03803",0,0,0
"8800","Y03806",0,0,0
"8801","Y03808",1,6,17
"8802","Y03809",7,7,4
"8803","Y03811",2,7,5
"8804","Y03812",4,3,11
"8805","Y03813",8,1,8
"8806","Y03814",2,4,11
"8807","Y03815",0,0,0
"8808","Y03816",0,1,0
"8809","Y03817",0,0,0
"8810","Y03818",1,3,0
"8811","Y03819",11,3,12
"8812","Y03820",2,3,3
"8813","Y03821",2,7,17
"8814","Y03822",7,3,2
"8815","Y03823",0,3,6
"8816","Y03824",1,1,3
"8817","Y03825",2,4,1
"8818","Y03826",2,8,19
"8819","Y03828",1,0,0
"8820","Y03830",1,4,11
"8821","Y03831",1,6,7
"8822","Y03832",2,6,6
"8823","Y03833",1,5,0
"8824","Y03834",0,5,1
"8825","Y03835",8,1,0
"8826","Y03836",1,10,0
"8827","Y03837",0,2,0
"8828","Y03838",10,6,2
"8829","Y03839",0,0,0
"8830","Y03840",0,1,0
"8831","Y03841",0,0,0
"8832","Y03844",0,0,0
"8833","Y03845",0,0,0
"8834","Y03846",0,0,1
"8835","Y03847",0,0,1
"8836","Y03850",3,1,2
"8837","Y03853",0,0,0
"8838","Y03855",1,0,0
"8839","Y03859",0,0,0
"8840","Y03860",0,0,0
"8841","Y03861",1,0,0
"8842","Y03863",0,0,0
"8843","Y03866",0,0,0
"8844","Y03868",0,0,0
"8845","Y03870",2,7,2
"8846","Y03873",0,0,0
"8847","Y03874",0,0,0
"8848","Y03875",0,0,0
"8849","Y03876",0,0,0
"8850","Y03878",0,0,0
"8851","Y03879",0,0,0
"8852","Y03880",0,0,0
"8853","Y03881",2,4,9
"8854","Y03882",4,10,9
"8855","Y03883",0,0,7
"8856","Y03884",1,7,11
"8857","Y03885",0,0,0
"8858","Y03886",2,5,0
"8859","Y03887",1,8,27
"8860","Y03888",2,3,0
"8861","Y03889",3,5,1
"8862","Y03890",4,0,2
"8863","Y03891",0,0,0
"8864","Y03892",0,0,1
"8865","Y03893",5,2,9
"8866","Y03894",5,5,19
"8867","Y03895",0,0,0
"8868","Y03896",0,0,0
"8869","Y03897",0,0,16
"8870","Y03898",1,0,0
"8871","Y03900",0,0,0
"8872","Y03901",0,0,0
"8873","Y03902",0,6,3
"8874","Y03903",0,0,3
"8875","Y03904",0,0,0
"8876","Y03905",3,4,1
"8877","Y03906",1,0,8
"8878","Y03907",0,0,0
"8879","Y03908",0,1,1
"8880","Y03909",3,0,0
"8881","Y03910",1,4,0
"8882","Y03915",0,3,5
"8883","Y03916",0,10,1
"8884","Y03917",1,3,0
"8885","Y03918",0,0,0
"8886","Y03919",0,0,0
"8887","Y03920",1,0,0
"8888","Y03921",2,10,0
"8889","Y03922",1,5,38
"8890","Y03923",0,0,2
"8891","Y03925",1,0,0
"8892","Y03926",0,0,0
"8893","Y03927",1,0,6
"8894","Y03928",2,4,0
"8895","Y03929",0,0,0
"8896","Y03930",0,4,0
"8897","Y03931",0,0,0
"8898","Y03932",0,0,15
"8899","Y03933",0,0,0
"8900","Y03934",1,0,0
"8901","Y03935",3,0,0
"8902","Y03936",0,0,0
"8903","Y03937",0,0,0
"8904","Y03938",2,0,4
"8905","Y03939",5,5,0
"8906","Y03940",13,15,22
"8907","Y03941",0,0,0
"8908","Y03942",19,23,24
"8909","Y03944",0,0,12
"8910","Y03945",5,13,17
"8911","Y03946",6,1,5
"8912","Y03947",0,0,2
"8913","Y03948",0,0,0
"8914","Y03949",0,1,0
"8915","Y03950",3,0,8
"8916","Y03951",7,3,0
"8917","Y03953",1,4,1
"8918","Y03954",0,0,0
"8919","Y03955",4,9,12
"8920","Y03956",2,0,0
"8921","Y03957",0,0,0
"8922","Y03958",0,0,0
"8923","Y03959",0,0,0
"8924","Y03960",0,0,1
"8925","Y03963",0,0,0
"8926","Y03965",0,7,9
"8927","Y03967",3,1,0
"8928","Y03968",0,1,2
"8929","Y03970",0,0,0
"8930","Y03971",10,5,2
"8931","Y03972",0,0,0
"8932","Y03974",2,0,0
"8933","Y03975",0,0,0
"8934","Y03976",0,0,0
"8935","Y03978",1,7,0
"8936","Y03979",3,1,1
"8937","Y03980",0,3,0
"8938","Y03982",0,0,11
"8939","Y03983",0,0,0
"8940","Y03984",1,0,0
"8941","Y03985",1,3,0
"8942","Y03991",0,0,0
"8943","Y03992",0,0,0
"8944","Y03995",0,0,0
"8945","Y03997",0,0,0
"8946","Y03998",0,0,0
"8947","Y03999",0,0,0
"8948","Y04000",0,0,0
"8949","Y04001",0,0,0
"8950","Y04003",0,1,1
"8951","Y04007",0,0,0
"8952","Y04010",0,0,0
"8953","Y04016",0,0,0
"8954","Y04018",3,4,23
"8955","Y04019",0,0,0
"8956","Y04020",0,0,0
"8957","Y04022",2,2,0
"8958","Y04023",6,8,20
"8959","Y04024",0,0,1
"8960","Y04025",0,0,0
"8961","Y04026",0,0,2
"8962","Y04027",0,0,0
"8963","Y04028",5,1,23
"8964","Y04029",2,1,3
"8965","Y04030",0,0,0
"8966","Y04031",4,8,6
"8967","Y04032",12,7,5
"8968","Y04033",1,5,8
"8969","Y04035",0,0,0
"8970","Y04036",0,1,0
"8971","Y04037",1,0,1
"8972","Y04045",5,1,2
"8973","Y04048",3,2,2
"8974","Y04049",3,4,1
"8975","Y04050",1,0,0
"8976","Y04051",1,0,0
"8977","Y04052",0,0,0
"8978","Y04054",5,0,0
"8979","Y04055",0,0,0
"8980","Y04057",0,0,0
"8981","Y04058",0,0,0
"8982","Y04059",0,0,0
"8983","Y04062",0,0,0
"8984","Y04064",0,0,4
"8985","Y04065",0,0,0
"8986","Y04066",0,0,0
"8987","Y04067",0,0,0
"8988","Y04068",0,0,0
"8989","Y04069",0,0,0
"8990","Y04070",0,0,12
"8991","Y04072",0,0,0
"8992","Y04073",2,0,0
"8993","Y04074",1,0,0
"8994","Y04076",0,0,0
"8995","Y04077",0,0,0
"8996","Y04078",4,2,2
"8997","Y04079",0,0,0
"8998","Y04080",0,0,0
"8999","Y04081",0,0,0
"9000","Y04083",0,0,0
"9001","Y04084",6,2,1
"9002","Y04085",2,2,0
"9003","Y04086",0,0,4
"9004","Y04087",1,0,2
"9005","Y04088",0,0,0
"9006","Y04089",0,0,0
"9007","Y04090",0,0,0
"9008","Y04094",1,1,14
"9009","Y04095",0,0,0
"9010","Y04096",0,0,0
"9011","Y04097",0,0,0
"9012","Y04098",0,3,0
"9013","Y04099",27,10,12
"9014","Y04100",0,2,18
"9015","Y04101",15,5,11
"9016","Y04102",3,1,1
"9017","Y04103",1,0,0
"9018","Y04104",11,7,16
"9019","Y04105",0,0,0
"9020","Y04106",9,3,2
"9021","Y04107",0,0,0
"9022","Y04108",0,1,1
"9023","Y04109",2,1,0
"9024","Y04110",0,3,11
"9025","Y04112",2,1,4
"9026","Y04113",0,4,2
"9027","Y04114",0,0,0
"9028","Y04115",3,2,5
"9029","Y04116",0,0,0
"9030","Y04117",0,0,0
"9031","Y04118",0,0,0
"9032","Y04119",0,2,0
"9033","Y04120",0,0,3
"9034","Y04121",1,0,3
"9035","Y04122",0,1,3
"9036","Y04123",0,0,1
"9037","Y04124",0,0,1
"9038","Y04125",0,0,0
"9039","Y04126",0,0,0
"9040","Y04127",0,0,3
"9041","Y04128",2,2,2
"9042","Y04129",0,0,0
"9043","Y04130",1,0,0
"9044","Y04131",1,0,0
"9045","Y04133",0,3,7
"9046","Y04134",2,0,0
"9047","Y04135",0,0,0
"9048","Y04136",0,0,0
"9049","Y04139",0,0,0
"9050","Y04141",3,0,2
"9051","Y04142",0,4,9
"9052","Y04143",0,0,0
"9053","Y04144",0,0,0
"9054","Y04145",0,0,1
"9055","Y04148",0,0,0
"9056","Y04155",0,0,0
"9057","Y04156",3,0,0
"9058","Y04157",1,0,0
"9059","Y04158",0,0,0
"9060","Y04160",3,2,0
"9061","Y04161",0,0,0
"9062","Y04162",0,0,2
"9063","Y04163",0,0,0
"9064","Y04164",0,0,0
"9065","Y04165",0,1,0
"9066","Y04167",0,1,0
"9067","Y04168",26,10,23
"9068","Y04169",0,2,1
"9069","Y04170",0,3,14
"9070","Y04171",0,1,0
"9071","Y04172",1,0,0
"9072","Y04173",0,0,0
"9073","Y04174",1,2,1
"9074","Y04175",0,0,0
"9075","Y04176",0,0,0
"9076","Y04179",0,0,0
"9077","Y04180",0,0,0
"9078","Y04183",1,4,0
"9079","Y04184",0,1,0
"9080","Y04185",0,0,0
"9081","Y04186",0,0,0
"9082","Y04187",2,6,3
"9083","Y04189",2,2,3
"9084","Y04190",5,5,3
"9085","Y04191",0,1,0
"9086","Y04192",2,2,0
"9087","Y04193",0,0,0
"9088","Y04194",0,0,0
"9089","Y04195",1,0,2
"9090","Y04198",0,1,4
"9091","Y04202",10,7,4
"9092","Y04203",0,0,0
"9093","Y04204",0,1,0
"9094","Y04205",2,0,0
"9095","Y04208",0,0,0
"9096","Y04209",0,9,0
"9097","Y04210",0,0,0
"9098","Y04211",1,0,0
"9099","Y04212",0,0,0
"9100","Y04213",1,2,0
"9101","Y04214",0,0,0
"9102","Y04215",0,5,5
"9103","Y04216",0,1,0
"9104","Y04217",0,0,0
"9105","Y04219",3,0,0
"9106","Y04220",0,0,0
"9107","Y04221",0,1,0
"9108","Y04222",0,0,0
"9109","Y04223",0,0,0
"9110","Y04224",0,0,10
"9111","Y04225",1,2,3
"9112","Y04226",0,2,12
"9113","Y04227",0,0,11
"9114","Y04228",0,0,3
"9115","Y04230",0,0,0
"9116","Y04233",0,0,0
"9117","Y04240",0,0,0
"9118","Y04241",0,0,0
"9119","Y04242",0,0,0
"9120","Y04243",0,0,0
"9121","Y04244",10,0,0
"9122","Y04246",0,1,0
"9123","Y04248",0,0,0
"9124","Y04249",0,0,0
"9125","Y04250",0,1,0
"9126","Y04251",0,0,0
"9127","Y04255",0,0,0
"9128","Y04256",1,0,0
"9129","Y04257",0,0,0
"9130","Y04258",0,0,0
"9131","Y04259",0,0,0
"9132","Y04260",0,0,0
"9133","Y04262",0,0,0
"9134","Y04263",3,1,6
"9135","Y04264",2,1,4
"9136","Y04265",6,1,1
"9137","Y04266",52,24,56
"9138","Y04268",1,0,0
"9139","Y04269",0,0,0
"9140","Y04270",0,0,0
"9141","Y04271",1,7,0
"9142","Y04272",0,0,0
"9143","Y04273",53,13,56
"9144","Y04275",0,0,16
"9145","Y04276",0,0,0
"9146","Y04277",0,0,1
"9147","Y04278",0,0,0
"9148","Y04280",0,0,0
"9149","Y04281",2,0,0
"9150","Y04282",0,0,0
"9151","Y04283",1,2,1
"9152","Y04284",4,1,0
"9153","Y04286",1,0,2
"9154","Y04287",0,0,0
"9155","Y04288",0,0,0
"9156","Y04289",0,0,0
"9157","Y04290",0,0,1
"9158","Y04291",0,0,0
"9159","Y04292",2,0,0
"9160","Y04293",0,0,0
"9161","Y04294",0,0,0
"9162","Y04296",0,0,0
"9163","Y04297",6,12,41
"9164","Y04298",0,0,0
"9165","Y04299",0,0,0
"9166","Y04300",0,3,0
"9167","Y04301",0,0,0
"9168","Y04302",0,0,0
"9169","Y04303",0,0,0
"9170","Y04309",0,0,0
"9171","Y04311",0,0,1
"9172","Y04312",0,0,29
"9173","Y04313",0,0,0
"9174","Y04314",0,0,0
"9175","Y04315",0,0,0
"9176","Y04317",0,0,0
"9177","Y04318",0,0,0
"9178","Y04319",0,0,0
"9179","Y04320",0,0,0
"9180","Y04321",0,0,0
"9181","Y04322",0,0,0
"9182","Y04323",0,0,0
"9183","Y04326",0,0,0
"9184","Y04327",0,0,0
"9185","Y04328",0,0,0
"9186","Y04331",3,2,3
"9187","Y04332",0,0,0
"9188","Y04333",36,23,55
"9189","Y04334",13,12,40
"9190","Y04335",0,0,0
"9191","Y04336",0,0,0
"9192","Y04337",0,0,0
"9193","Y04338",0,0,0
"9194","Y04340",0,0,0
"9195","Y04343",0,0,0
"9196","Y04344",0,0,0
"9197","Y04345",0,0,0
"9198","Y04346",0,0,0
"9199","Y04347",2,0,1
"9200","Y04348",0,0,1
"9201","Y04349",0,0,0
"9202","Y04350",0,0,0
"9203","Y04351",0,0,0
"9204","Y04352",0,0,2
"9205","Y04353",0,0,0
"9206","Y04359",12,4,3
"9207","Y04360",0,0,0
"9208","Y04361",2,0,0
"9209","Y04362",0,0,0
"9210","Y04364",0,1,0
"9211","Y04365",0,0,0
"9212","Y04376",0,0,0
"9213","Y04380",0,3,0
"9214","Y04381",0,0,0
"9215","Y04383",0,0,0
"9216","Y04387",0,0,0
"9217","Y04395",4,0,3
"9218","Y04396",0,0,0
"9219","Y04397",2,1,0
"9220","Y04398",0,0,0
"9221","Y04399",8,2,0
"9222","Y04400",0,7,0
"9223","Y04401",0,0,0
"9224","Y04402",0,0,0
"9225","Y04403",0,0,0
"9226","Y04404",2,1,1
"9227","Y04405",3,1,0
"9228","Y04406",0,10,0
"9229","Y04407",1,0,0
"9230","Y04408",0,0,0
"9231","Y04409",0,0,0
"9232","Y04410",0,0,0
"9233","Y04411",0,0,0
"9234","Y04413",0,0,0
"9235","Y04414",0,0,0
"9236","Y04415",0,0,0
"9237","Y04416",0,0,0
"9238","Y04417",0,0,0
"9239","Y04419",3,0,4
"9240","Y04421",0,0,0
"9241","Y04422",0,0,0
"9242","Y04425",0,0,0
"9243","Y04426",13,6,4
"9244","Y04428",0,0,0
"9245","Y04429",0,0,0
"9246","Y04430",0,0,0
"9247","Y04431",0,0,0
"9248","Y04433",1,0,0
"9249","Y04434",0,0,0
"9250","Y04435",0,0,0
"9251","Y04436",0,0,0
"9252","Y04437",1,0,0
"9253","Y04438",2,0,0
"9254","Y04439",0,0,0
"9255","Y04441",2,0,0
"9256","Y04442",2,0,0
"9257","Y04446",0,0,0
"9258","Y04447",0,0,0
"9259","Y04452",0,0,0
"9260","Y04454",0,0,0
"9261","Y04456",4,0,0
"9262","Y04457",0,0,0
"9263","Y04458",2,0,0
"9264","Y04460",1,2,0
"9265","Y04461",0,0,0
"9266","Y04462",2,1,1
"9267","Y04463",4,1,1
"9268","Y04464",0,0,0
"9269","Y04465",0,0,0
"9270","Y04467",8,3,0
"9271","Y04470",0,0,0
"9272","Y04471",0,0,0
"9273","Y04474",6,4,7
"9274","Y04475",0,0,0
"9275","Y04476",1,0,0
"9276","Y04477",12,3,2
"9277","Y04478",0,0,0
"9278","Y04479",0,0,0
"9279","Y04480",0,0,0
"9280","Y04481",0,0,0
"9281","Y04482",0,0,0
"9282","Y04483",0,0,0
"9283","Y04484",0,0,0
"9284","Y04485",6,2,0
"9285","Y04487",1,1,0
"9286","Y04488",0,0,0
"9287","Y04493",2,0,0
"9288","Y04494",0,0,0
"9289","Y04495",0,0,0
"9290","Y04497",0,0,0
"9291","Y04498",0,0,1
"9292","Y04499",0,0,0
"9293","Y04501",0,0,0
"9294","Y04502",2,0,0
"9295","Y04503",0,0,1
"9296","Y04505",0,0,0
"9297","Y04506",10,4,3
"9298","Y04507",10,0,0
"9299","Y04508",0,0,0
"9300","Y04510",2,2,7
"9301","Y04511",0,0,0
"9302","Y04512",3,2,1
"9303","Y04513",7,3,2
"9304","Y04514",0,0,0
"9305","Y04515",0,0,5
"9306","Y04516",3,1,0
"9307","Y04518",0,0,0
"9308","Y04519",0,0,0
"9309","Y04522",0,0,0
"9310","Y04523",0,0,0
"9311","Y04524",0,0,0
"9312","Y04525",0,0,0
"9313","Y04527",0,0,0
"9314","Y04528",0,0,0
"9315","Y04530",0,0,0
"9316","Y04531",3,2,5
"9317","Y04532",0,0,0
"9318","Y04534",0,0,0
"9319","Y04536",0,0,0
"9320","Y04537",1,0,0
"9321","Y04538",5,2,0
"9322","Y04540",0,0,0
"9323","Y04541",0,0,0
"9324","Y04542",0,0,0
"9325","Y04543",0,1,2
